advert_id;source;title;make;model;year;engine;gearbox;cc;power;power_kw;mileage;currency;price;estimated_price;save_diff;extra_charge;discount;increase;price_in_eur;estimated_price_in_eur;save_diff_in_eur;extra_charge_in_eur;equipment;url;created_on;updated_on
15183638-autouncle.fr;autouncle.fr;Audi A4 Avant TDI 150;Audi;A4;2017;Diesel;Manual;2000;150;110;80000;EUR;21500;25383;3883;0;15.30;0;21500;25383;3883;0;4wd,particle filter,climate control,parking,stop and go,isofix,gps,esp,anti spin,xenon,el seats,auto dimming mirror,rain sensor,distance control;https://www.autouncle.fr/en/outgoing_link/auto-selection-com/15183638/20574576;2024-09-08;
15028217-autouncle.fr;autouncle.fr;Audi A4 Avant Avant 40 TDI 190ch Business line S tronic 7;Audi;A4;2020;Diesel;Automatic;2000;190;139;94399;EUR;24890;27955;3065;0;10.96;0;24890;27955;3065;0;particle filter,climate control,parking,isofix,gps,esp,anti spin,rain sensor,distance control;https://www.autouncle.fr/en/outgoing_link/auto-selection-com/15028217/20336306;2024-09-08;
8812065-autouncle.nl;autouncle.nl;Audi A4 Limousine 35 TFSI 150PK S-tronic S edition | Trekhaak | 20 inch | Zwart optiek | Navi | Full;Audi;A4;2023;Petrol;Automatic;2000;150;110;27564;EUR;36950;41847;4897;0;11.70;0;36950;41847;4897;0;4wd,pilot,climate control,tow bar,stop and go,gps,auto dimming mirror,sport seats,rain sensor;https://www.autouncle.nl/en/outgoing_link/anwb-nl/8812065/18395398;2024-09-08;
7343706-autouncle.pl;autouncle.pl;Audi A4 sedan (limuzyna);Audi;A4;2020;Diesel;Manual;2000;0;0;197000;PLN;79089;94459;15370;0;16.27;0;18367;21936;3569;0;4wd,pilot,climate control,stop and go,gps,esp;https://www.autouncle.pl/en/outgoing_link/autogielda/7343706/11718524;2024-09-08;
7343053-autouncle.pl;autouncle.pl;Audi A4 2dm 163KM 2020r. 197 501km;Audi;A4;2020;Diesel;Automatic;2000;163;119;197501;PLN;64300;62374;0;1926;0;3.09;14932;14485;0;447;;https://www.autouncle.pl/en/outgoing_link/auto/7343053/11717569;2024-09-08;
15103860-autouncle.fr;autouncle.fr;Audi A4 30 TDI 136 S tronic 7 Design;Audi;A4;2020;Diesel;Automatic;2000;136;100;56575;EUR;27590;31825;4235;0;13.31;0;27590;31825;4235;0;4wd,stop and go,isofix,gps,auto dimming mirror,distance control;https://www.autouncle.fr/en/outgoing_link/auto-selection-com/15103860/20457103;2024-09-02;
15180898-autouncle.fr;autouncle.fr;Audi A4 Avant TDI 150 BVA;Audi;A4;2019;Diesel;Automatic;2000;150;110;67003;EUR;26000;29271;3271;0;11.17;0;26000;29271;3271;0;particle filter,climate control,parking,stop and go,isofix,gps,esp,anti spin,xenon,el seats,auto dimming mirror,sport seats,distance control;https://www.autouncle.fr/en/outgoing_link/auto-selection-com/15180898/20570990;2024-09-08;
5396942-autouncle.ch;autouncle.ch;Audi A4 Avant 35 TDI S-tronic;Audi;A4;2019;Diesel;Automatic;2000;150;110;119000;CHF;17900;21245;3345;0;15.74;0;19048;22607;3559;0;;https://www.autouncle.ch/en/outgoing_link/autoscout24-ch/5396942/7155979;2024-09-08;
15180902-autouncle.fr;autouncle.fr;Audi A4 Avant TDI 150 BVA;Audi;A4;2019;Diesel;Automatic;2000;150;110;75000;EUR;27100;30392;3292;0;10.83;0;27100;30392;3292;0;4wd,particle filter,climate control,parking,stop and go,isofix,gps,esp,anti spin,driver alert,sport package,el seats,auto dimming mirror,sport s;https://www.autouncle.fr/en/outgoing_link/auto-selection-com/15180902/20570995;2024-09-08;
15180899-autouncle.fr;autouncle.fr;Audi A4 Avant TDI 150 BVA;Audi;A4;2019;Diesel;Automatic;2000;150;110;74000;EUR;27200;30432;3232;0;10.62;0;27200;30432;3232;0;4wd,particle filter,climate control,parking,stop and go,isofix,gps,esp,anti spin,xenon,driver alert,sport package,el seats,sport seats,dista;https://www.autouncle.fr/en/outgoing_link/auto-selection-com/15180899/20570991;2024-09-08;
15191706-autouncle.fr;autouncle.fr;Audi A4 Tdi 150 Bva;Audi;A4;2018;Diesel;Automatic;2000;150;110;77000;EUR;25294;28363;3069;0;10.82;0;25294;28363;3069;0;4wd,particle filter,climate control,parking,stop and go,isofix,gps,esp,anti spin,xenon,el seats,auto dimming mirror,rain sensor,distance control;https://www.autouncle.fr/en/outgoing_link/reezocar-com/15191706/20587187;2024-09-08;
15181048-autouncle.fr;autouncle.fr;Audi A4 Avant TDI 150 BVA;Audi;A4;2019;Diesel;Automatic;2000;150;110;71980;EUR;27000;30617;3617;0;11.81;0;27000;30617;3617;0;4wd,particle filter,climate control,parking,stop and go,isofix,gps,esp,anti spin,sport package,el seats,auto dimming mirror,sport seats,rain sen;https://www.autouncle.fr/en/outgoing_link/auto-selection-com/15181048/20571193;2024-09-08;
12241467-autouncle.fr;autouncle.fr;Audi A4 35TDi Avant Sport STronic CUIR-MATRIX-NAVI-CRUISE;Audi;A4;2018;Diesel;Automatic;2000;150;110;73000;EUR;23990;27451;3461;0;12.61;0;23990;27451;3461;0;particle filter,climate control,parking,stop and go,isofix,gps,esp,anti spin,xenon,sport package,auto dimming mirror,sport seats,rain sensor,dis;https://www.autouncle.fr/en/outgoing_link/autoscout24/12241467/16228311;2024-09-08;
15194243-autouncle.fr;autouncle.fr;Audi A4 40 TFSI 204 BVA;Audi;A4;2021;Petrol;Automatic;2000;204;150;66000;EUR;33500;37121;3621;0;9.75;0;33500;37121;3621;0;4wd,particle filter,climate control,parking,stop and go,lane warning,isofix,gps,esp,anti spin,driver alert,sport package,el seats,auto dimming m;https://www.autouncle.fr/en/outgoing_link/auto-selection-com/15194243/20591280;2024-09-08;
15183637-autouncle.fr;autouncle.fr;Audi A4 Avant TDI 122;Audi;A4;2017;Diesel;Manual;2000;122;89;50871;EUR;24500;27974;3474;0;12.42;0;24500;27974;3474;0;4wd,particle filter,climate control,parking,stop and go,isofix,gps,esp,anti spin,el seats,rain sensor,distance control;https://www.autouncle.fr/en/outgoing_link/auto-selection-com/15183637/20574575;2024-09-08;
15162946-autouncle.fr;autouncle.fr;Audi A4 Avant 35 TDI 163 BVA;Audi;A4;2022;Diesel;Automatic;2000;163;119;82000;EUR;27200;31811;4611;0;14.49;0;27200;31811;4611;0;particle filter,climate control,parking,stop and go,isofix,gps,esp,anti spin,el seats,auto dimming mirror,rain sensor,distance control;https://www.autouncle.fr/en/outgoing_link/auto-selection-com/15162946/20582332;2024-09-08;
15075508-autouncle.fr;autouncle.fr;Audi A4 Avant TDI 190 BVA;Audi;A4;2018;Diesel;Automatic;2000;190;139;79700;EUR;23500;26837;3337;0;12.43;0;23500;26837;3337;0;particle filter,climate control,parking,stop and go,isofix,gps,esp,anti spin,xenon,driver alert,el seats,sport seats,rain sensor,distance contro;https://www.autouncle.fr/en/outgoing_link/auto-selection-com/15075508/20528534;2024-09-08;
15173834-autouncle.fr;autouncle.fr;Audi A5 40 TDI 190 BVA Quattro;Audi;A5;2020;Diesel;Automatic;2000;190;139;69310;EUR;36600;40156;3556;0;8.86;0;36600;40156;3556;0;4wd,particle filter,climate control,parking,stop and go,isofix,gps,esp,anti spin,sport package,el seats,auto dimming mirror,distance control;https://www.autouncle.fr/en/outgoing_link/auto-selection-com/15173834/20560447;2024-09-08;
15176225-autouncle.fr;autouncle.fr;Audi A5 40 TFSI 204 BVA;Audi;A5;2021;Petrol;Automatic;2000;204;150;18737;EUR;38600;45161;6561;0;14.53;0;38600;45161;6561;0;4wd,climate control,parking,stop and go,isofix,gps,sport package,sport seats,distance control;https://www.autouncle.fr/en/outgoing_link/auto-selection-com/15176225/20564851;2024-09-08;
15192647-autouncle.fr;autouncle.fr;Audi A5 2.0 Tfsi 252 Bva Quattro;Audi;A5;2019;Petrol;Automatic;2000;252;185;79000;EUR;36234;40133;3899;0;9.72;0;36234;40133;3899;0;4wd,particle filter,glass roof,climate control,parking,stop and go,lane warning,isofix,gps,esp,anti spin,driver alert,el seats,auto dimming mirr;https://www.autouncle.fr/en/outgoing_link/reezocar-com/15192647/20588553;2024-09-08;
14872329-autouncle.fr;autouncle.fr;Audi A5 Ii 40 Tfsi 190 S-tronic 7 S-line - Automatique;Audi;A5;2020;Petrol;Automatic;2000;190;139;81618;EUR;31473;35231;3758;0;10.67;0;31473;35231;3758;0;parking,lane warning,gps,auto dimming mirror,distance control;https://www.autouncle.fr/en/outgoing_link/reezocar-com/14872329/20094781;2024-09-08;
15179100-autouncle.fr;autouncle.fr;Audi A5 2.0 TFSI 252 BVA Quattro;Audi;A5;2018;Petrol;Automatic;2000;252;185;69766;EUR;31500;36123;4623;0;12.80;0;31500;36123;4623;0;4wd,climate control,parking,stop and go,lane warning,isofix,gps,esp,anti spin,headup display,driver alert,sport package,el seats,auto dimming mi;https://www.autouncle.fr/en/outgoing_link/auto-selection-com/15179100/20591536;2024-09-08;
15192240-autouncle.fr;autouncle.fr;Audi A5 45 Tfsi 245 Bva Quattro;Audi;A5;2020;Petrol;Automatic;2000;245;180;78120;EUR;34907;40994;6087;0;14.85;0;34907;40994;6087;0;4wd,climate control,parking,stop and go,isofix,gps,esp,anti spin,driver alert,el seats,auto dimming mirror,sport seats,rain sensor,distance cont;https://www.autouncle.fr/en/outgoing_link/reezocar-com/15192240/20587932;2024-09-08;
15193382-autouncle.fr;autouncle.fr;Audi A5 Cabriolet ;Audi;A5 Cabriolet;2021;Petrol;Automatic;2000;204;150;18737;EUR;41722;49072;7350;0;14.98;0;41722;49072;7350;0;4wd,climate control,parking,stop and go,isofix,gps,sport package,sport seats,distance control;https://www.autouncle.fr/en/outgoing_link/reezocar-com/15193382/20589838;2024-09-08;
14276617-autouncle.fr;autouncle.fr;Audi A5 Cabriolet ;Audi;A5 Cabriolet;2023;Petrol;Automatic;2000;204;150;8540;EUR;49966;53718;3752;0;6.98;0;49966;53718;3752;0;parking,gps,esp,anti spin,sport package,el seats,auto dimming mirror,distance control;https://www.autouncle.fr/en/outgoing_link/reezocar-com/14276617/19182815;2024-09-08;
15177964-autouncle.fr;autouncle.fr;Audi A5 Cabriolet Cabriolet 2.0 Tdi 190 Clean Diesel Multitronic 8 A S Line;Audi;A5 Cabriolet;2017;Diesel;Automatic;2000;190;139;81598;EUR;27340;30518;3178;0;10.41;0;27340;30518;3178;0;4wd,climate control,parking,stop and go,isofix,gps,esp,anti spin,auto dimming mirror,sport seats,rain sensor,distance control;https://www.autouncle.fr/en/outgoing_link/reezocar-com/15177964/20589445;2024-09-08;
12310135-autouncle.fr;autouncle.fr;Audi A5 Cabriolet 2.0 Tfsi 230 S Tronic 7 Quattro Ambiente;Audi;A5 Cabriolet;2016;Petrol;Automatic;2000;230;169;62504;EUR;24990;29929;4939;0;16.50;0;24990;29929;4939;0;4wd,parking,stop and go,isofix,gps,esp,anti spin,xenon,auto dimming mirror,distance control;https://www.autouncle.fr/en/outgoing_link/reezocar-com/12310135/16311422;2024-09-08;
15193154-autouncle.fr;autouncle.fr;Audi A5 Cabriolet TDI 190 BVA;Audi;A5 Cabriolet;2017;Diesel;Automatic;2000;190;139;34890;EUR;30990;35882;4892;0;13.63;0;30990;35882;4892;0;4wd,particle filter,aircondition,parking,stop and go,gps,esp,anti spin,el seats,auto dimming mirror,sport seats,rain sensor,distance control;https://www.autouncle.fr/en/outgoing_link/auto-selection-com/15193154/20589396;2024-09-08;
15193276-autouncle.fr;autouncle.fr;Audi A5 Sportback TDI 150 BVA;Audi;A5 Sportback;2019;Diesel;Automatic;2000;150;110;70920;EUR;26400;32023;5623;0;17.56;0;26400;32023;5623;0;4wd,particle filter,aircondition,parking,stop and go,gps,esp,anti spin,el seats,rain sensor,distance control;https://www.autouncle.fr/en/outgoing_link/auto-selection-com/15193276/20589669;2024-09-08;
15183923-autouncle.fr;autouncle.fr;Audi A5 Sportback 40 TFSI 204 S tronic 7 S Line;Audi;A5 Sportback;2020;Petrol;Automatic;2000;204;150;37500;EUR;35990;39586;3596;0;9.08;0;35990;39586;3596;0;4wd,climate control,parking,stop and go,isofix,gps,anti spin,auto dimming mirror,sport seats,rain sensor,distance control;https://www.autouncle.fr/en/outgoing_link/auto-selection-com/15183923/20574973;2024-09-08;
5070072-autouncle.ro;autouncle.ro;Audi A5 Sportback 2.0 TDI clean diesel Multitronic;Audi;A5 Sportback;2016;Diesel;Automatic;2000;190;139;150000;EUR;18200;21057;2857;0;13.57;0;18200;21057;2857;0;4wd,pilot,climate control,stop and go,isofix,esp,xenon;https://www.autouncle.ro/en/outgoing_link/autovit/5070072/5877814;2024-09-06;
15192727-autouncle.fr;autouncle.fr;Audi A6 45 Tdi 231 Ch Quattro Bva;Audi;A6;2020;Diesel;Automatic;3000;231;169;61000;EUR;38981;42681;3700;0;8.67;0;38981;42681;3700;0;4wd,particle filter,climate control,parking,stop and go,lane warning,isofix,gps,esp,anti spin,sport package,el seats,auto dimming mirror,sport s;https://www.autouncle.fr/en/outgoing_link/reezocar-com/15192727/20588680;2024-09-08;
15109576-autouncle.fr;autouncle.fr;Audi A6 50 TFSIe 299 ch BVA Quattro;Audi;A6;2021;Hybrid;Automatic;2000;299;219;61372;EUR;37700;42698;4998;0;11.71;0;37700;42698;4998;0;4wd,climate control,parking,stop and go,lane warning,isofix,gps,esp,anti spin,sport package,el seats,auto dimming mirror,sport seats,rain sensor;https://www.autouncle.fr/en/outgoing_link/auto-selection-com/15109576/20524820;2024-09-02;
15193852-autouncle.fr;autouncle.fr;Audi A6 55 TFSIe 367 ch BVA Quattro;Audi;A6;2021;Hybrid;Automatic;2000;367;269;72598;EUR;45000;49946;4946;0;9.90;0;45000;49946;4946;0;4wd,climate control,parking,stop and go,lane warning,isofix,gps,esp,anti spin,sport package,el seats,auto dimming mirror,sport seats,rain sensor;https://www.autouncle.fr/en/outgoing_link/auto-selection-com/15193852/20590538;2024-09-08;
15192528-autouncle.fr;autouncle.fr;Audi A6 55 Tfsie 367 Ch Bva Quattro;Audi;A6;2021;Hybrid;Automatic;2000;367;269;48083;EUR;48002;53076;5074;0;9.56;0;48002;53076;5074;0;4wd,particle filter,climate control,parking,stop and go,lane warning,isofix,gps,esp,anti spin,sport package,el seats,auto dimming mirror,sport s;https://www.autouncle.fr/en/outgoing_link/reezocar-com/15192528/20588329;2024-09-08;
15192989-autouncle.fr;autouncle.fr;Audi A6 40 Tdi 204 Ch Bva;Audi;A6;2021;Diesel;Automatic;2000;204;150;59470;EUR;36828;41039;4211;0;10.26;0;36828;41039;4211;0;particle filter,climate control,parking,stop and go,lane warning,isofix,gps,esp,anti spin,el seats,auto dimming mirror,rain sensor,distance control;https://www.autouncle.fr/en/outgoing_link/reezocar-com/15192989/20589131;2024-09-08;
15192413-autouncle.fr;autouncle.fr;Audi A6 55 Tfsie 367 Ch Bva Quattro;Audi;A6;2021;Hybrid;Automatic;2000;367;269;53223;EUR;46528;52496;5968;0;11.37;0;46528;52496;5968;0;4wd,climate control,parking,stop and go,lane warning,isofix,gps,esp,anti spin,sport package,el seats,auto dimming mirror,sport seats,rain sensor;https://www.autouncle.fr/en/outgoing_link/reezocar-com/15192413/20588172;2024-09-08;
7828289-autouncle.nl;autouncle.nl;Audi A6 Avant 2.0 TDI ultra Premium Edition;Audi;A6;2017;Diesel;Automatic;2000;190;139;177270;EUR;19900;22665;2765;0;12.20;0;19900;22665;2765;0;full leather,climate control,parking,stop and go,gps,esp,anti spin,xenon,auto dimming mirror,sport seats,rain sensor,distance control;https://www.autouncle.nl/en/outgoing_link/nederlandmobiel-nl/7828289/16317229;2024-09-08;
15178375-autouncle.fr;autouncle.fr;Audi A6 Avant 2.0 TDI 190 BVA;Audi;A6;2015;Diesel;Automatic;2000;190;139;67654;EUR;28500;32006;3506;0;10.95;0;28500;32006;3506;0;4wd,particle filter,climate control,parking,stop and go,isofix,gps,esp,anti spin,xenon,el seats,auto dimming mirror,sport seats,distance control;https://www.autouncle.fr/en/outgoing_link/auto-selection-com/15178375/20591166;2024-09-08;
5072463-autouncle.ro;autouncle.ro;Audi A6 Avant 2.0 TDI ultra S tronic;Audi;A6;2015;Diesel;Automatic;2000;190;139;190000;EUR;13900;16557;2657;0;16.05;0;13900;16557;2657;0;;https://www.autouncle.ro/en/outgoing_link/autovit/5072463/5880518;2024-09-08;
15163711-autouncle.fr;autouncle.fr;Audi A6 Avant 55 TFSIe 367 ch BVA Quattro;Audi;A6;2020;Hybrid;Automatic;0;367;269;77714;EUR;42600;46981;4381;0;9.33;0;42600;46981;4381;0;4wd,particle filter,climate control,parking,stop and go,lane warning,isofix,gps,esp,anti spin,sport package,auto dimming mirror,sport seats,dist;https://www.autouncle.fr/en/outgoing_link/auto-selection-com/15163711/20545836;2024-09-06;
5069800-autouncle.ro;autouncle.ro;Audi A6 Allroad 3.0 TDI Quattro Tiptronic;Audi;A6 Allroad;2016;Diesel;Automatic;3000;320;235;191233;EUR;18500;23553;5053;0;21.45;0;18500;23553;5053;0;4wd,full leather,pilot,climate control,parking,stop and go,lane warning,isofix,gps,esp,headup display,el seats,sport seats;https://www.autouncle.ro/en/outgoing_link/autovit/5069800/5877520;2024-09-06;
15163821-autouncle.fr;autouncle.fr;Audi A6 Allroad 40 TDI 204 ch Quattro BVA;Audi;A6 Allroad;2023;Diesel;Automatic;2000;204;150;26755;EUR;59100;63386;4286;0;6.76;0;59100;63386;4286;0;4wd,particle filter,glass roof,climate control,parking,sunroof,stop and go,lane warning,isofix,gps,esp,anti spin,el seats,auto dimming mirror,ha;https://www.autouncle.fr/en/outgoing_link/auto-selection-com/15163821/20545989;2024-09-08;
15194035-autouncle.fr;autouncle.fr;Audi A6 Allroad 50 TDI 286 ch Quattro BVA;Audi;A6 Allroad;2020;Diesel;Automatic;3000;286;210;62056;EUR;49000;53105;4105;0;7.73;0;49000;53105;4105;0;4wd,particle filter,climate control,parking,stop and go,lane warning,isofix,gps,esp,anti spin,headup display,el seats,auto dimming mirror,sport ;https://www.autouncle.fr/en/outgoing_link/auto-selection-com/15194035/20590903;2024-09-08;
15194034-autouncle.fr;autouncle.fr;Audi A6 Allroad 50 TDI 286 ch Quattro BVA;Audi;A6 Allroad;2020;Diesel;Automatic;3000;286;210;61079;EUR;48500;53206;4706;0;8.84;0;48500;53206;4706;0;4wd,particle filter,climate control,parking,stop and go,lane warning,isofix,gps,esp,anti spin,el seats,auto dimming mirror,rain sensor,distance ;https://www.autouncle.fr/en/outgoing_link/auto-selection-com/15194034/20590902;2024-09-08;
15194033-autouncle.fr;autouncle.fr;Audi A6 Allroad 50 TDI 286 ch Quattro BVA;Audi;A6 Allroad;2020;Diesel;Automatic;3000;286;210;51013;EUR;49000;54242;5242;0;9.66;0;49000;54242;5242;0;4wd,particle filter,climate control,parking,stop and go,lane warning,isofix,gps,esp,anti spin,el seats,auto dimming mirror,rain sensor,distance ;https://www.autouncle.fr/en/outgoing_link/auto-selection-com/15194033/20590901;2024-09-08;
15192707-autouncle.fr;autouncle.fr;Audi A7 V6 3.0 Tdi 272 Bva Quattro;Audi;A7;2015;Diesel;Automatic;3000;272;200;48346;EUR;42013;45774;3761;0;8.22;0;42013;45774;3761;0;4wd,particle filter,climate control,parking,stop and go,isofix,gps,esp,anti spin,headup display,driver alert,sport package,el seats,auto dimming;https://www.autouncle.fr/en/outgoing_link/reezocar-com/15192707/20588648;2024-09-08;
15176996-autouncle.fr;autouncle.fr;Audi A7 2.0 Tfsi 252 S-line S-tronic;Audi;A7;2015;Petrol;Automatic;2000;252;185;65000;EUR;32973;37206;4233;0;11.38;0;32973;37206;4233;0;climate control,parking,stop and go,isofix,gps,esp,anti spin,el seats,sport seats,rain sensor,distance control;https://www.autouncle.fr/en/outgoing_link/reezocar-com/15176996/20585035;2024-09-08;
15183902-autouncle.fr;autouncle.fr;Audi A7 Sportback 55 TFSI 340 BVA Quattro;Audi;A7 Sportback;2020;Petrol;Automatic;2000;340;250;44800;EUR;49100;53737;4637;0;8.63;0;49100;53737;4637;0;4wd,climate control,parking,stop and go,lane warning,isofix,gps,esp,anti spin,el seats,auto dimming mirror,rain sensor,distance control;https://www.autouncle.fr/en/outgoing_link/auto-selection-com/15183902/20574947;2024-09-08;
15182640-autouncle.fr;autouncle.fr;Audi A8 Quattro 60 TFSI e BVA Quattro;Audi;A8;2022;Petrol;Automatic;3000;460;338;39400;EUR;89000;97701;8701;0;8.91;0;89000;97701;8701;0;4wd,particle filter,glass roof,climate control,parking,sunroof,stop and go,lane warning,isofix,gps,esp,anti spin,headup display,driver alert,has;https://www.autouncle.fr/en/outgoing_link/auto-selection-com/15182640/20573272;2024-09-08;
8798538-autouncle.nl;autouncle.nl;Audi e-tron 55 quattro S edition 95 kWh | PANORAMADAK | LUCHTV;Audi;E-Tron;2022;Electric;Automatic;0;408;300;14836;EUR;49900;54628;4728;0;8.65;0;49900;54628;4728;0;4wd,full leather,glass roof,aircondition,parking,sunroof,stop and go,lane warning,gps,esp,anti spin,sport package,el seats,auto dimming mirror,h;https://www.autouncle.nl/en/outgoing_link/autotrader-nl/8798538/18364780;2024-09-06;
15190440-autouncle.fr;autouncle.fr;Audi e-tron 50 quattro 313 ch;Audi;E-Tron;2022;Electric;Automatic;0;313;230;49461;EUR;37500;41292;3792;0;9.18;0;37500;41292;3792;0;4wd,glass roof,climate control,parking,sunroof,stop and go,lane warning,isofix,gps,esp,anti spin,headup display,el seats,auto dimming mirror,has;https://www.autouncle.fr/en/outgoing_link/auto-selection-com/15190440/20584979;2024-09-08;
15190941-autouncle.fr;autouncle.fr;Audi e-tron 50 quattro 313 ch;Audi;E-Tron;2021;Electric;Automatic;3000;313;230;66174;EUR;32300;36688;4388;0;11.96;0;32300;36688;4388;0;4wd,glass roof,climate control,parking,removable tow bar,lane warning,gps,esp,anti spin,driver alert,auto dimming mirror,sport seats,rain sensor,has;https://www.autouncle.fr/en/outgoing_link/auto-selection-com/15190941/20585913;2024-09-08;
15192521-autouncle.fr;autouncle.fr;Audi e-tron S 503 Ch;Audi;E-Tron;2021;Electric;Automatic;3000;503;369;29250;EUR;59002;63834;4832;0;7.57;0;59002;63834;4832;0;4wd,glass roof,climate control,parking,sunroof,lane warning,isofix,gps,esp,anti spin,headup display,driver alert,el seats,auto dimming mirror,ha;https://www.autouncle.fr/en/outgoing_link/reezocar-com/15192521/20588322;2024-09-08;
15183096-autouncle.fr;autouncle.fr;Audi Q2 2.0 TFSI 190 ch BVA Quattro;Audi;Q2;2018;Petrol;Automatic;2000;190;139;70000;EUR;23500;27449;3949;0;14.39;0;23500;27449;3949;0;4wd,aircondition,parking,stop and go,gps,esp,anti spin,el seats,sport seats,rain sensor,distance control;https://www.autouncle.fr/en/outgoing_link/auto-selection-com/15183096/20573872;2024-09-08;
15183104-autouncle.fr;autouncle.fr;Audi Q2 2.0 TFSI 190 ch BVA Quattro;Audi;Q2;2018;Petrol;Automatic;2000;190;139;74000;EUR;23990;27180;3190;0;11.74;0;23990;27180;3190;0;4wd,climate control,parking,stop and go,lane warning,gps,esp,anti spin,driver alert,el seats,sport seats,rain sensor,distance control;https://www.autouncle.fr/en/outgoing_link/auto-selection-com/15183104/20573883;2024-09-08;
15186695-autouncle.fr;autouncle.fr;Audi Q2 TDI 190 ch BVA Quattro;Audi;Q2;2018;Diesel;Automatic;2000;190;139;62216;EUR;23900;27862;3962;0;14.22;0;23900;27862;3962;0;4wd,particle filter,glass roof,climate control,parking,sunroof,stop and go,gps,esp,anti spin,el seats,auto dimming mirror,sport seats,rain senso;https://www.autouncle.fr/en/outgoing_link/auto-selection-com/15186695/20579183;2024-09-08;
15183186-autouncle.fr;autouncle.fr;Audi Q2 TDI 116 ch BVA;Audi;Q2;2019;Diesel;Automatic;1600;116;85;62000;EUR;22990;26306;3316;0;12.61;0;22990;26306;3316;0;4wd,particle filter,climate control,parking,stop and go,gps,esp,anti spin,el seats,auto dimming mirror,sport seats,rain sensor,distance control;https://www.autouncle.fr/en/outgoing_link/auto-selection-com/15183186/20573979;2024-09-08;
8801027-autouncle.nl;autouncle.nl;Audi Q2 1.6 TDI S-line Digitaal dashboard Navigatie Trekhaak App-connect;Audi;Q2;2021;Diesel;Manual;1600;116;85;88762;EUR;19700;24373;4673;0;19.17;0;19700;24373;4673;0;pilot,climate control,tow bar,stop and go,isofix,sport seats,rain sensor;https://www.autouncle.nl/en/outgoing_link/anwb-nl/8801027/18371807;2024-09-08;
15193236-autouncle.fr;autouncle.fr;Audi Q2 TDI 116 ch BVA;Audi;Q2;2018;Diesel;Automatic;1600;116;85;78670;EUR;20490;24272;3782;0;15.58;0;20490;24272;3782;0;4wd,particle filter,climate control,parking,stop and go,lane warning,isofix,gps,esp,anti spin,el seats,auto dimming mirror,rain sensor;https://www.autouncle.fr/en/outgoing_link/auto-selection-com/15193236/20589574;2024-09-08;
15193245-autouncle.fr;autouncle.fr;Audi Q2 TDI 116 ch BVA;Audi;Q2;2018;Diesel;Automatic;1600;116;85;63918;EUR;20880;25263;4383;0;17.35;0;20880;25263;4383;0;4wd,particle filter,aircondition,parking,stop and go,lane warning,gps,esp,anti spin,el seats,rain sensor,distance control;https://www.autouncle.fr/en/outgoing_link/auto-selection-com/15193245/20589594;2024-09-08;
15188049-autouncle.fr;autouncle.fr;Audi Q2 35 TFSI 150 S tronic 7 Business line;Audi;Q2;2021;Petrol;Automatic;1500;150;110;39135;EUR;25990;29665;3675;0;12.39;0;25990;29665;3675;0;4wd,climate control,parking,isofix,gps,rain sensor,distance control;https://www.autouncle.fr/en/outgoing_link/heycar-fr/15188049/20581094;2024-09-08;
15175684-autouncle.fr;autouncle.fr;Audi Q2 35 TFSI S-line Bte-AUTO TOIT-PANO COCKPIT NAVI-CAM;Audi;Q2;2021;Petrol;Automatic;1500;150;110;7350;EUR;27990;31889;3899;0;12.23;0;27990;31889;3899;0;glass roof,climate control,parking,sunroof,stop and go,lane warning,isofix,gps,esp,anti spin,sport package,el seats,auto dimming mirror,sport se;https://www.autouncle.fr/en/outgoing_link/autoscout24/15175684/20563912;2024-09-08;
15008352-autouncle.fr;autouncle.fr;Audi Q2 30 TDI 116ch Advanced;Audi;Q2;2021;Diesel;Manual;2000;116;85;56497;EUR;25999;29067;3068;0;10.55;0;25999;29067;3068;0;particle filter,climate control,parking,stop and go,isofix,esp,anti spin,sport seats,rain sensor,distance control;https://www.autouncle.fr/en/outgoing_link/autoscout24/15008352/20465822;2024-09-08;
15189233-autouncle.fr;autouncle.fr;Audi Q3 40 TFSI 190 ch BVA Quattro;Audi;Q3;2019;Petrol;Automatic;2000;190;139;46600;EUR;30450;36253;5803;0;16.01;0;30450;36253;5803;0;4wd,climate control,parking,stop and go,lane warning,isofix,gps,esp,anti spin,el seats,auto dimming mirror,sport seats,rain sensor,distance cont;https://www.autouncle.fr/en/outgoing_link/auto-selection-com/15189233/20582920;2024-09-08;
15189222-autouncle.fr;autouncle.fr;Audi Q3 40 TFSI 190 ch BVA Quattro;Audi;Q3;2019;Petrol;Automatic;2000;190;139;44232;EUR;30489;37087;6598;0;17.79;0;30489;37087;6598;0;4wd,particle filter,glass roof,aircondition,parking,stop and go,gps,esp,anti spin,el seats,sport seats,rain sensor,distance control;https://www.autouncle.fr/en/outgoing_link/auto-selection-com/15189222/20582907;2024-09-08;
15175270-autouncle.fr;autouncle.fr;Audi Q3 35 Tdi 150ch Design Luxe S Tronic 7 [ 08/2019 - Virtual Cockpit - 52000km];Audi;Q3;2019;Diesel;Automatic;2000;151;111;52000;EUR;29971;33271;3300;0;9.92;0;29971;33271;3300;0;rain sensor,distance control;https://www.autouncle.fr/en/outgoing_link/reezocar-com/15175270/20588426;2024-09-08;
